ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
984,Student_984,1.7,90,56.3,D,Pass,55.49
985,Student_985,7.6,88,69.8,C,Pass,62.82
986,Student_986,5.5,53,57.1,D,Pass,45.550000000000004
987,Student_987,7.2,62,70.3,C,Pass,55.19
988,Student_988,4.9,98,77.8,B,Pass,69.28
989,Student_989,3.2,51,43.3,D,Pass,37.589999999999996
990,Student_990,8.4,54,84.9,B,Pass,60.330000000000005
991,Student_991,8.2,93,59.1,D,Pass,59.09
992,Student_992,7.3,76,40.0,D,Pass,44.26
993,Student_993,3.4,81,70.7,C,Pass,60.330000000000005
994,Student_994,6.3,70,42.8,D,Pass,43.66
995,Student_995,4.2,57,56.6,D,Pass,46.24
996,Student_996,1.8,87,82.4,B,Pass,67.66
997,Student_997,9.3,57,43.8,D,Pass,40.86
998,Student_998,2.2,99,90.4,A,Pass,75.34
999,Student_999,9.6,52,40.2,D,Pass,37.620000000000005
1000,Student_1000,5.0,93,54.8,D,Pass,56.3
